sources,target,author,date,statement,processed_statement
Bernie Sanders,1,Lauren White,"September 15, 2021",“It is a result of the $300 per month that working parents are now receiving for their young children that we have reduced childhood poverty in the United States by 50%.”,it is a result of the per month that working parents are now receiving for their young children that we have reduced childhood poverty in the united states by
Viral image,0,Ciara O'Rourke,"September 14, 2021",“Biden orders VA to withhold benefits from unvaccinated veterans.”,biden orders va to withhold benefits from unvaccinated veterans
Viral image,0,Ciara O'Rourke,"September 14, 2021",Video shows a child who tested positive for COVID-19 “being separated from their parents.”,video shows a child who tested positive for covid being separated from their parents
Election Integrity Project California,0,Isabella Fertel,"September 14, 2021","""California Has 1.8M More Registered Voters Than It Should”",california has m more registered voters than it should
Facebook posts,0,Tom Kertscher,"September 14, 2021","""The top 1% pays 90% of income taxes.”",the top pays of income taxes
Facebook posts,1,Amy Sherman,"September 14, 2021",“Stunning report: nearly 15 million mail-in ballots were not counted in the 2020 election.”,stunning report nearly million mail in ballots were not counted in the election
Facebook posts,0,Madison Czopek,"September 14, 2021",“Farmers stand in silence at auction so a young man can buy back his family farmhouse.”,farmers stand in silence at auction so a young man can buy back his family farmhouse
Breitbart,1,Tom Kertscher,"September 14, 2021","“Polling center tells some Republicans they ‘already voted’"" in the California recall election.",polling center tells some republicans they already voted in the california recall election
Instagram posts,1,Andy Nguyen,"September 14, 2021","""Japan says goodbye Moderna, hello ivermectin.""",japan says goodbye moderna hello ivermectin
Instagram posts,0,Ciara O'Rourke,"September 14, 2021",Says the defense secretary texted all active military personnel saying they needed to get vaccinated by the following morning or “be court martialed.”,says the defense secretary texted all active military personnel saying they needed to get vaccinated by the following morning or be court martialed
Jason Miyares,0,Warren Fiske,"September 14, 2021",“The Parole Board operates with Mark Herring’s advice and consent.”,the parole board operates with mark herring s advice and consent
Viral image,0,Tom Kertscher,"September 13, 2021","""Florida has had 119 hurricanes since 1850,” yet experts are saying “the last one was due to climate change.""",florida has had hurricanes since yet experts are saying the last one was due to climate change
Eric Toney,1,Alan Hovorka,"September 13, 2021","""I'm the only front-line prosecutor in this race that's actually used the resources of the Wisconsin Crime Lab in the prosecution of cases.""",i am the only front line prosecutor in this race that is actually used the resources of the wisconsin crime lab in the prosecution of cases
Byron Brown,1,Jill Terreri,"• September 11,","Before 2020, “crime had been falling, every year, year after year, in the city of Buffalo.”",before crime had been falling every year year after year in the city of buffalo
Gavin Newsom,1,Sasha Hupka,"September 11, 2021","“California is moving folks out of encampments, into safe housing and getting them the mental health services they need.”",california is moving folks out of encampments into safe housing and getting them the mental health services they need
Larry Elder,0,Chris Nichols,"September 11, 2021",“I don’t believe the science suggests that young people should be vaccinated. I don’t believe that young people should have to wear masks at school. I’m not sure the science is settled on that at all.”,i do not believe the science suggests that young people should be vaccinated i do not believe that young people should have to wear masks at school i am not sure the science is settled on that at all
Facebook posts,0,Ciara O'Rourke,"September 10, 2021","Says TikTok found Cassie Compton, who has been missing from Arkansas since 2014.",says tiktok found cassie compton who has been missing from arkansas since
Viral image,0,Tom Kertscher,"September 10, 2021",“The Bidens own 10% of” a Chinese firm whose stock is up almost 300%” since Joe Biden was elected.,the bidens own of a chinese firm whose stock is up almost since joe biden was elected
Viral image,0,Ciara O'Rourke,"September 10, 2021",Says the Tampa Bay Buccaneers owner paid for a Wall Street Journal ad critical of the president.,says the tampa bay buccaneers owner paid for a wall street journal ad critical of the president
Facebook posts,0,Noah Y.,"• September 10,",“27 U.S. Air Force pilots resign over COVID-19 vaccination mandate.”,you s air force pilots resign over covid vaccination mandate
Viral image,0,Ciara O'Rourke,"September 10, 2021",“FEMA forcibly vaccinating Ida evacuees.”,fema forcibly vaccinating ida evacuees
Facebook posts,0,Andy Nguyen,"September 9, 2021","""Ivermectin sterilizes the majority (85%) of the men who take it.""",ivermectin sterilizes the majority of the men who take it
Facebook posts,1,Gabrielle Settles,"September 9, 2021",Says Nancy Pelosi on Aug. 31 blocked members of Congress from reading aloud on the House floor the names of the 13 U.S. service members killed in Afghanistan.,says nancy pelosi on august blocked members of congress from reading aloud on the house floor the names of the you s service members killed in afghanistan
Bjorn Lomborg,1,Jon Greenberg,"September 9, 2021",“The frequency of hurricanes making landfall in the continental U.S. has declined slightly since 1900...There aren’t more powerful hurricanes either.”,the frequency of hurricanes making landfall in the continental you s has declined slightly since there are not more powerful hurricanes either
Instagram posts,0,Tom Kertscher,"September 9, 2021",“President Putin bans mandatory vaccinations in Russia.”,president putin bans mandatory vaccinations in russia
Greg Abbott,0,Amy Sherman,"September 9, 2021",The Texas abortion law “provides at least six weeks for a person to be able to get an abortion.”,the texas abortion law provides at least six weeks for a person to be able to get an abortion
Bloggers,0,Ciara O'Rourke,"September 9, 2021","“Germany halts all Covid-19 vaccines, says they are unsafe and no longer recommended!!”",germany halts all covid vaccines says they are unsafe and no longer recommended
Instagram posts,0,Ciara O'Rourke,"September 9, 2021",Photo shows a Chinese restaurant sign that says “F--- DeSantis.”,photo shows a chinese restaurant sign that says f desantis
Bloggers,0,Ciara O'Rourke,"September 8, 2021",“Military arrests Hunter Biden!”,military arrests hunter biden
Facebook posts,0,Tom Kertscher,"September 8, 2021",Says a demonstration with an air quality monitor shows that cloth masks are dangerous for children.,says a demonstration with an air quality monitor shows that cloth masks are dangerous for children
Occupy Democrats,1,Louis Jacobson,"September 8, 2021","Texas “ranks 50th in baby wellness checks, ranks 50th in clinical care for infants, ranks 50th in uninsured women, ranks 43rd in maternal mortality, ranks 44th in school funding per child, and ranks 46th in child hunger.”",texas ranks th in baby wellness checks ranks th in clinical care for infants ranks th in uninsured women ranks rd in maternal mortality ranks th in school funding per child and ranks th in child hunger
Charles Schumer,0,Louis Jacobson,"September 7, 2021",“All” Americans in Afghanistan who “have wanted to come out have come out.”,all americans in afghanistan who have wanted to come out have come out
